Text0019,http://msn.foxsports.com/nascar/story/Denny-Hamlin-adapting-to-NASCAR-life-after-birth-of-daughter-Taylor-James,objective,246,12,2,3,20,0,4,21,11,2,2,0,0,58,1,0,7,0,4,11,6,12,1,0,0,0,8,0,2,13,8,6,3,9,2,1,0,0,0,5,1,0,0,10,13,0,0,0,0,0,14,5,13,2,9,3,1,1,27
Text0020,http://msn.foxsports.com/nascar/story/Italian-soccer-legend-Alessandro-Del-Piero-joins-actor-Patrick-Dempsey-to-own-race-team,objective,293,7,6,8,29,0,24,27,18,0,0,0,4,63,0,0,20,0,1,3,4,6,0,0,2,0,12,0,1,5,4,9,6,3,0,0,0,0,0,13,0,0,0,15,10,0,0,0,5,0,0,0,5,1,3,6,1,1,26
Text0021,http://msn.foxsports.com/nba/story/boston-celtics-frustrate-carmelo-anthony-in-win-over-new-york-knicks-at-msg-010713,objective,1367,67,28,26,111,2,20,140,72,2,9,0,17,206,9,0,70,1,15,69,29,77,3,0,5,1,31,0,12,49,34,28,40,40,3,14,0,8,0,43,0,1,0,56,78,2,2,0,17,9,38,14,49,12,40,40,1,1,34
Text0022,http://msn.foxsports.com/nba/story/los-angeles-lakers-beat-oklahoma-city-thunder-kobe-bryant-kevin-durant-012713,objective,845,46,24,47,89,0,5,77,60,0,3,0,3,186,6,0,60,1,0,21,18,27,2,1,10,8,12,0,5,51,26,7,15,10,1,7,1,0,0,31,10,1,0,47,35,0,4,0,13,0,22,6,51,5,10,15,1,1,17
Text0023,http://msn.foxsports.com/nfl/story/dallas-cowboys-hrie-ex-tennessee-volunteers-coach-derek-dooley-wr-coach-012613,objective,112,6,1,7,10,0,0,17,9,0,1,0,2,33,2,0,9,0,0,1,1,2,0,0,0,0,0,0,0,6,1,1,1,0,0,1,0,0,0,4,0,0,0,7,2,0,0,0,0,0,2,1,6,0,0,1,1,1,12
Text0024,http://msn.foxsports.com/nfl/story/penn-state-nittany-lions-bill-obrien-big-buyout-for-interested-nfl-teams-010113,objective,204,12,1,18,20,0,0,18,14,2,0,0,3,49,3,0,8,0,5,3,5,6,1,0,0,0,5,0,1,5,4,7,0,7,2,0,0,1,0,3,0,0,0,6,4,0,0,0,0,0,8,3,5,1,7,0,1,1,25
Text0025,http://msn.foxsports.com/nfl/story/tim-tebow-new-york-jets-breaks-up-with-girlfriend-121912,objective,177,6,1,2,11,1,3,18,11,3,1,0,4,41,0,0,7,0,2,6,3,9,0,0,3,0,4,0,0,9,3,7,0,7,0,0,0,0,0,4,0,1,0,9,7,0,0,0,1,1,3,4,9,0,7,0,1,1,16
Text0026,http://msn.foxsports.com/nfl/story/trent-williams-hurt-in-nightclub-will-not-play-pro-bowl-012513,objective,253,18,6,10,23,0,0,31,22,0,0,0,1,68,7,0,19,0,0,1,3,1,0,0,1,1,3,0,1,17,7,10,6,3,1,2,0,1,0,5,2,0,0,13,6,0,1,0,0,0,4,0,17,1,3,6,1,1,16
Text0027,http://www.foxsportswest.com/11/08/12/Lane-Kiffin-besieged-by-calls-to-fire-fa/msn_landing.html?blockID=816657&feedID=3668,objective,1122,63,29,14,96,4,10,127,52,4,2,0,13,227,7,0,54,1,0,51,25,55,0,1,7,1,27,0,8,33,23,31,20,48,4,9,0,5,0,31,0,1,0,45,75,0,3,0,5,14,41,7,33,8,48,20,1,1,22
Text0028,http://www.foxsportswisconsin.com/01/26/13/Bat-gets-physical-with-Marquette-Provide/msn_landing.html?blockID=855003&feedID=5059,objective,653,30,9,16,80,2,6,64,31,0,1,0,1,159,0,0,37,0,0,20,9,31,2,0,4,4,22,0,0,60,16,9,7,2,2,0,0,2,0,18,11,0,0,37,24,0,4,0,8,0,11,3,60,0,2,7,1,1,16
Text0029,http://www.foxsportswisconsin.com/01/26/13/Jackson-makes-good-on-Ryans-gut-feeling/landing_badgers.html?blockID=855077&feedID=5059,objective,985,62,17,57,110,1,1,116,46,6,3,0,5,229,2,0,53,0,0,33,14,37,0,0,4,9,20,0,2,68,19,16,14,4,8,4,0,6,0,23,13,0,0,49,35,0,3,0,3,6,22,9,68,2,4,14,1,1,18
Text0031,http://www.thesun.co.uk/sol/homepage/sport/football/4807033/Liverpool-3-1-Zenit-Match-report-and-pictures.html,objective,513,31,13,27,43,0,8,52,28,0,1,0,6,107,4,0,30,2,2,16,2,28,1,0,3,0,13,0,1,31,5,8,9,3,2,1,0,3,0,16,0,0,0,26,29,0,4,0,3,4,5,2,31,1,3,9,0,1,19
Text0032,http://www.foxsports.com.au/afl/afl-premiership/north-melbourne-richmond-and-melbourne-duel-in-a-nab-cup-triple-header-at-etihad-stadium/story-e6frf3e3-1226583805570#.USdMtKWPiSo,objective,853,61,19,33,93,1,14,96,74,2,5,0,3,185,2,0,57,0,0,15,12,17,0,0,12,0,25,0,13,52,20,13,8,3,1,7,0,0,0,19,2,1,0,35,37,0,0,0,0,2,16,7,52,13,3,8,1,1,22
Text0033,http://uk.eurosport.yahoo.com/news/cycling-gb-pursuit-quartet-beaten-silver-worlds-190305104.html,objective,552,31,4,41,50,0,4,68,55,2,0,0,1,149,1,0,40,0,0,5,3,18,0,0,3,0,3,0,1,27,10,6,4,3,1,4,0,1,0,9,9,0,0,21,32,1,3,0,0,0,8,2,27,1,3,4,1,1,24
Text0034,http://www.espn.co.uk/football/sport/story/194305.html,objective,404,27,5,5,35,2,3,49,20,1,2,0,5,88,3,0,15,0,0,17,9,19,0,0,0,5,13,0,3,21,11,11,7,13,2,2,0,3,0,13,7,0,0,17,9,0,0,0,2,0,21,3,21,3,13,7,1,1,21
Text0035,http://www.bbc.co.uk/sport/0/tennis/21539758,objective,65,3,0,3,3,0,4,8,4,0,0,0,0,17,0,0,5,0,0,2,0,0,1,0,0,0,3,0,0,4,0,2,1,0,1,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,2,1,4,0,0,1,1,1,13
Text0036,http://www.sportinglife.com/snooker/news/article/663/8469199/carter-snatches-berlin-title,objective,395,30,6,24,46,0,5,53,31,1,1,0,0,81,0,0,13,0,0,6,9,16,2,0,3,0,19,0,2,24,16,1,0,1,0,3,0,1,0,6,5,0,0,18,16,0,0,0,0,0,14,4,24,2,1,0,1,1,19
Text0037,http://www1.skysports.com/rugby-union/news/12507/8515578/Gethin-Jenkins-has-agreed-to-return-to-Cardiff-Blues-after-brief-spell-at-Toulon,objective,116,3,0,0,10,0,0,7,8,0,0,0,1,44,0,0,6,0,0,4,1,4,0,0,1,2,4,0,0,5,1,2,1,4,0,1,0,0,0,3,8,0,0,10,3,0,0,0,3,0,1,0,5,0,4,1,1,1,9
Text0038,http://www.nba.com/pistons/news/pistons-bulls-game-preview-jan-23-2013,objective,573,37,4,58,57,0,4,77,38,0,2,0,1,117,13,0,57,0,0,4,9,17,0,0,1,3,14,0,2,19,17,11,5,7,0,1,0,0,0,10,6,0,0,27,17,0,1,0,3,0,10,2,19,2,7,5,0,1,19
Text0039,http://www.nba.com/pistons/news/pistons-days-meijer,objective,272,11,2,27,15,0,10,19,16,0,1,0,5,69,4,0,26,0,0,0,0,4,0,0,2,0,8,0,2,0,1,5,5,1,0,0,0,0,0,7,2,0,1,10,16,0,16,0,0,0,0,1,0,2,1,5,1,1,20
Text0040,http://msn.foxsports.com/nfl/story/Manti-Teo-tells-paper-hoax-wont-affect-draft-position-has-quit-Twitter-social-media-021813,objective,227,20,2,0,20,0,7,25,13,1,0,0,2,59,2,0,5,0,0,12,2,10,1,0,2,2,2,0,0,17,4,5,4,9,2,6,0,2,0,3,5,0,0,11,4,0,0,0,0,0,12,2,17,0,9,4,1,1,17
Text0041,http://www.foxsportsohio.com/02/19/13/Sources-Kobe-OK-with-Howard-trade/msn_landing.html?blockID=866195&feedID=3725,objective,575,29,7,12,57,0,2,57,33,1,0,0,9,132,0,0,42,1,0,11,8,35,1,1,3,0,21,0,1,13,7,21,11,25,5,1,0,1,0,20,1,0,0,24,23,0,0,0,0,0,16,3,13,1,25,11,1,1,22
Text0042,http://www.foxsportswest.com/02/19/13/Howard-mocks-Bryant-during-All-Star-week/msn_landing.html?blockID=866377&feedID=3657,objective,382,16,4,3,41,2,13,47,22,0,0,0,4,107,3,0,17,0,0,5,7,16,0,0,1,0,9,1,2,24,11,7,0,4,1,1,0,2,0,7,8,0,0,14,17,0,1,0,0,0,10,0,24,2,4,0,1,1,23
Text0043,http://edition.cnn.com/2013/02/19/sport/tennis/tennis-azarenka-serena-williams-dubai/index.html?hpt=hp_bn2,objective,294,17,3,7,32,0,9,23,19,0,1,0,1,84,2,0,12,0,0,11,4,11,0,0,0,2,6,0,2,14,7,4,2,13,0,3,0,2,0,5,10,0,0,26,10,0,3,0,0,2,12,1,14,2,13,2,1,1,10
Text0044,http://uk.eurosport.yahoo.com/news/fa-cup-match-facts-manchester-united-v-reading-081115724.html,objective,894,50,13,40,89,0,19,114,73,4,0,0,3,200,0,0,38,0,9,15,17,34,1,1,8,0,20,0,5,46,28,20,4,1,1,5,0,1,0,26,0,0,0,28,46,0,6,0,0,0,24,6,46,5,1,4,1,1,29
Text0045,http://uk.eurosport.yahoo.com/news/football-clarke-spotlight-prompted-foster-call-195456175.html,objective,176,6,7,6,11,1,0,25,9,1,1,0,0,51,2,0,8,0,0,3,7,6,0,0,0,2,3,0,1,5,3,5,5,5,0,1,0,1,0,3,5,0,1,11,4,0,3,0,0,0,9,2,5,1,5,5,1,1,12
Text0046,http://uk.eurosport.yahoo.com/news/premier-league-mancini-im-englands-best-boss-150309194.html,objective,182,10,6,6,16,0,3,17,17,1,0,0,1,57,0,0,9,0,0,3,3,4,1,1,0,1,4,0,0,6,4,5,3,5,0,1,0,1,0,4,5,0,0,8,4,0,1,0,0,0,5,3,6,0,5,3,1,1,18
Text0047,http://uk.eurosport.yahoo.com/news/tennis-azarenka-pulls-dubai-150259379.html,objective,93,4,2,1,7,0,0,10,5,0,0,0,2,34,1,0,2,0,0,4,0,3,0,0,0,1,1,0,0,6,2,4,1,2,0,1,0,0,0,2,3,0,0,6,1,0,0,0,0,0,3,0,6,0,2,1,1,1,11
Text0048,http://uk.eurosport.yahoo.com/news/golf-mcilroy-im-back-top-game-191631675.html,objective,269,18,3,11,10,0,15,29,23,1,0,0,1,78,1,0,9,0,0,7,6,6,0,0,1,2,5,0,0,16,8,8,0,5,0,3,0,1,0,2,12,0,0,17,12,0,3,0,0,0,10,1,16,0,5,0,1,1,14
Text0049,http://msn.foxsports.com/boxing/story/Judah-Garcia-fight-rescheduled-for-April-27-012713,objective,71,6,3,2,6,0,2,7,5,0,0,0,1,31,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,1,1,1,11
Text0050,http://msn.foxsports.com/nfl/story/tennessee-titans-interested-in-suspended-defensive-coordinator-gregg-williams-012713,objective,585,23,4,20,55,0,2,79,46,0,3,0,4,122,12,0,61,0,0,7,7,27,2,0,2,0,10,0,1,30,19,18,3,13,0,1,0,3,0,13,0,0,0,27,13,2,0,0,0,0,11,5,30,1,13,3,1,1,20
Text0051,http://msn.foxsports.com/foxsoccer/premierleague/story/newcastle-striker-nile-ranger-arrested-on-suspicion-of-rape-112513,objective,186,4,4,2,16,0,0,24,10,0,0,0,0,48,5,0,8,0,0,8,1,5,0,0,2,1,4,0,0,13,7,6,1,3,0,1,0,0,0,5,4,0,0,10,9,0,3,0,0,0,8,0,13,0,3,1,1,1,15
Text0052,http://msn.foxsports.com/foxsoccer/championsleague/story/ferguson-excited-to-welcome-ronaldo-back-to-old-trafford-122112,objective,234,11,4,5,23,1,1,25,18,0,0,0,7,61,0,0,7,0,0,13,4,7,0,0,1,3,4,0,1,15,3,4,0,5,1,1,0,1,0,6,7,0,0,19,4,0,2,0,4,0,7,0,15,1,5,0,1,1,11
Text0053,http://dailystar.com.lb/Sports/Basketball/2013/Feb-15/206530-los-angeles-clippers-beat-rockets-for-third-straight-win.ashx,objective,683,36,13,65,64,0,5,76,54,1,0,0,0,141,5,0,60,1,2,12,14,16,0,0,1,0,7,0,2,51,8,8,8,9,0,4,0,0,0,18,0,0,0,30,31,0,1,0,4,0,18,1,51,2,9,8,1,1,28
Text0054,http://web.orange.co.uk/article/sports/Swann_golf_trick_shot_goes_wrong,objective,106,6,3,0,13,0,0,14,8,0,0,0,0,41,0,0,5,0,0,0,2,3,0,0,0,0,3,0,0,0,3,0,0,5,1,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,2,0,0,0,5,0,1,1,21
Text0055,http://msn.foxsports.com/nfl/story/new-orleans-saints-coach-sean-payton-suspension-lifted-commissioner-roger-goodell-bountygate-012213,objective,661,30,12,15,57,1,6,75,45,1,0,0,6,172,12,0,39,1,0,15,7,23,4,0,2,4,13,0,1,38,13,21,9,12,2,2,0,2,0,18,12,0,0,44,24,0,1,0,3,0,15,5,38,1,12,9,1,1,14
Text0056,http://msn.foxsports.com/tennis/story/Australian-Open-glance-06622902,objective,136,18,1,10,7,0,2,12,21,0,0,0,0,47,1,0,7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,11,7,0,13,0,0,0,1,0,1,0,2,0,1,1,9
Text0057,http://msn.foxsports.com/nfl/story/NFL-playoff-picture-scenarios-2012,objective,246,12,1,32,6,0,12,10,28,0,1,0,0,76,0,0,34,0,0,0,0,2,0,0,0,3,0,0,0,11,2,2,4,3,0,0,0,0,0,2,0,0,0,28,13,0,4,0,0,0,0,1,11,0,3,4,1,1,5
Text0058,http://edition.cnn.com/2011/SPORT/tennis/01/21/tennis.federer.djokovic.roddick/index.html,objective,411,21,5,41,31,0,7,40,52,0,1,0,3,115,2,0,10,0,0,8,10,7,0,0,1,1,5,0,1,14,2,5,7,11,0,2,0,1,0,7,4,0,0,22,12,0,0,0,0,0,15,1,14,1,11,7,1,1,14
Text0059,http://msn.foxsports.com/nhl/story/chicago-blackhawks-beat-detroit-red-wings-2-1-overtime-extend-record-6-0-best-start-franchise-history-012713,objective,917,54,11,42,77,0,29,102,71,1,3,0,0,200,14,0,49,0,0,23,10,38,0,0,5,14,16,0,3,63,18,14,12,9,1,2,0,2,0,25,16,0,0,71,33,0,5,0,6,1,19,4,63,3,9,12,1,1,13
Text0060,http://msn.foxsports.com/mlb/story/free-agent-closer-rafael-soriano-washington-nationals-two-years-28-million-hot-stove-011513,objective,307,11,3,16,24,0,3,39,27,1,0,0,7,86,2,0,18,0,6,5,5,4,2,0,2,0,6,0,1,8,5,3,0,5,1,1,0,0,0,3,0,0,1,15,9,1,0,0,0,0,8,3,8,1,5,0,1,1,17
Text0061,http://msn.foxsports.com/tennis/story/victoria-azarenka-beats-li-na-to-win-second-straight-australian-open-title-012613,objective,1065,71,21,28,119,0,9,113,106,1,1,0,5,216,7,0,61,0,0,41,11,39,0,0,4,3,36,0,5,77,25,18,7,8,4,2,0,9,0,25,12,0,0,54,53,0,0,0,1,2,41,2,77,5,8,7,1,1,19
Text0062,http://msn.foxsports.com/nhl/story/NHL-union-reach-tentative-agreement-to-end-lockout-010613,objective,1386,70,12,92,154,4,8,154,76,6,5,0,26,315,11,0,92,0,0,22,13,44,0,1,3,6,33,0,4,67,20,31,8,12,11,0,0,6,0,39,16,0,0,66,54,0,0,0,4,3,18,12,67,4,12,8,1,1,19
Text0063,http://www.nba.com/pistons/features/truebluepistons_130208.html,objective,730,39,18,18,53,1,12,79,43,3,0,0,13,157,8,0,39,0,8,26,9,28,1,1,4,0,16,0,1,40,13,17,4,25,4,6,0,4,0,17,0,0,0,34,37,0,0,0,4,1,25,5,40,1,25,4,1,1,27
Text0064,http://www.dailystar.co.uk/motorsports/view/299474/Leon-Camier-to-quench-his-first-/,objective,268,15,5,1,25,0,5,29,23,0,1,0,1,75,3,0,3,0,3,9,8,15,0,0,3,0,5,0,1,17,6,5,0,5,1,1,0,0,0,5,2,0,0,11,7,0,1,0,1,0,11,1,17,1,5,0,1,1,29
Text0065,http://msn.foxsports.com/ufc/story/ufc-on-fox-6-flyweight-john-dodson-ponders-weight-class-jump-012513,objective,488,31,7,9,39,0,6,52,28,2,2,0,4,130,5,0,23,0,0,16,6,29,0,0,2,10,7,0,5,16,11,6,10,16,1,2,0,1,0,8,15,3,0,36,17,0,1,0,5,0,10,4,16,5,16,10,1,1,12
Text0066,http://msn.foxsports.com/olympics/story/steven-holcomb-bobsled-gold-medalist-overcomes-despair-keratoconus-eye-condition-122412,objective,1766,107,54,21,135,8,60,166,103,10,4,0,19,309,2,0,66,1,0,118,53,105,1,0,14,9,43,0,15,146,41,38,10,31,7,11,0,9,0,59,4,5,0,129,97,1,0,0,18,3,99,15,146,15,31,10,1,1,12
Text0067,http://www.dailystar.co.uk/motorsports/view/297576/Valentino-Rossi-plays-a-Yam-slam/,objective,206,8,8,5,18,0,6,25,20,3,2,0,0,44,0,0,11,0,2,9,1,10,1,0,1,0,2,0,1,11,5,2,1,4,0,1,0,0,0,1,1,0,0,9,8,0,2,0,2,0,7,6,11,1,4,1,1,1,29
Text0068,http://uk.eurosport.yahoo.com/blogs/world-of-sport/stunning-goal-celebrated-wwe-style-160550183.html,objective,198,9,4,3,25,0,0,30,16,0,0,0,2,61,0,0,3,0,0,7,1,8,2,0,2,0,5,0,2,7,1,3,5,1,2,0,0,0,0,3,1,0,0,8,4,0,0,0,4,3,0,2,7,2,1,5,1,1,19
Text0069,http://www.bbc.co.uk/sport/0/football/21512722,objective,83,5,0,3,8,0,0,9,6,0,0,0,1,29,0,0,7,0,0,1,1,2,0,0,0,1,0,0,0,1,1,2,3,2,0,0,0,0,0,3,2,0,0,4,2,0,0,0,0,0,2,0,1,0,2,3,1,1,13
Text0070,http://msn.foxsports.com/nfl/story/robert-griffin-iii-rg3-knee-injury-washington-redskins-fedex-field-playing-surface-under-fire-010713,objective,400,29,13,3,36,5,7,39,27,1,0,0,6,99,2,0,19,1,0,17,7,23,2,0,1,6,6,0,2,27,7,5,4,12,2,0,0,3,0,10,11,0,0,33,7,0,0,0,2,0,8,3,27,2,12,4,1,1,12
Text0071,http://www.football365.com/liverpool/8440520/Rodgers-Not-Worried-About-Suarez-Commitment,objective,151,5,4,1,16,0,0,18,15,0,0,0,1,44,1,0,12,0,0,2,1,5,0,0,0,0,4,0,0,3,3,4,3,7,0,0,0,0,0,5,3,0,0,11,0,0,2,0,0,0,3,0,3,0,7,3,0,1,11
Text0072,http://msn.foxsports.com/wnba/story/WNBA-runnerup-Lynx-give-coach-contract-extension-60325105,objective,99,4,1,5,13,0,0,11,6,0,0,0,0,31,0,0,6,0,0,4,0,3,0,0,0,0,3,0,0,6,0,5,0,1,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,4,0,6,0,1,0,1,1,11
Text0073,http://msn.foxsports.com/wnba/story/LA-Sparks-resign-Jenna-OHea-22197046,objective,138,4,1,17,8,0,5,14,6,0,0,0,1,40,0,0,10,0,0,3,0,3,0,0,0,0,1,0,0,3,3,2,1,8,0,0,0,1,0,6,0,0,0,7,6,0,0,0,0,0,3,0,3,0,8,1,1,1,15
Text0074,http://msn.foxsports.com/nfl/story/Bernard-Pollard-Baltimore-Ravens-NFL-will-be-gone-in-30-years-012713,objective,262,11,6,2,17,2,9,24,11,2,0,0,3,43,0,0,13,0,0,15,1,10,0,0,4,0,7,0,2,8,12,3,13,11,2,1,0,2,0,8,1,0,0,8,13,0,0,0,4,0,3,2,8,2,11,13,1,1,52
Text0075,http://www.wnba.com/liberty/news/new_york_liberty_resign_carso_2013_02_25.html,objective,530,12,5,68,37,0,0,62,37,0,0,0,2,125,1,0,34,0,0,11,6,8,0,0,0,0,6,0,0,11,13,14,1,25,2,0,0,0,0,19,0,0,0,25,29,0,0,0,4,0,12,0,11,0,25,1,1,1,19
Text0076,http://www.dailystar.co.uk/posts/view/299317,objective,143,10,2,2,9,2,2,16,7,2,0,0,3,43,1,0,8,0,2,5,2,2,0,0,3,0,1,0,1,7,1,5,5,1,0,0,0,0,0,4,1,0,0,6,2,0,1,0,2,0,3,2,7,1,1,5,1,1,20
Text0077,http://www.football365.com/news/21554/8434748/Redknapp-blasts-Swansea-ball-boy,objective,245,11,3,3,22,0,0,24,10,0,0,0,1,76,2,0,14,0,0,8,3,7,0,1,2,2,7,0,2,17,9,7,2,4,0,0,0,2,0,9,6,0,0,16,4,0,1,0,0,0,5,1,17,2,4,2,1,1,13
Text0078,http://msn.foxsports.com/nfl/story/jovan-belcher-kansas-city-chiefs-kills-self-suicide-kills-girlfriend-team-facility-120112,objective,1197,56,22,12,126,0,8,120,77,1,2,0,6,299,7,0,92,0,0,33,19,40,1,0,3,19,37,0,3,90,21,31,7,15,3,9,0,6,0,35,28,0,0,75,44,0,1,0,6,1,36,4,90,3,15,7,1,1,15
Text0079,http://msn.foxsports.com/wnba/story/Charles-Catchings-lead-AllWNBA-team-selections-26021408,objective,147,2,0,3,12,0,13,11,18,0,0,0,0,36,1,0,16,0,0,0,2,0,0,0,0,0,2,0,0,6,2,2,4,3,0,1,0,0,0,7,0,0,0,6,8,0,0,0,0,0,2,0,6,0,3,4,1,1,18
Text0080,http://www.dailystar.co.uk/motorsports/view/294358/Time-up-for-Timo-Glock/,objective,47,2,0,1,3,0,0,2,5,0,0,0,0,20,0,0,3,0,0,0,0,2,0,0,1,0,1,0,0,0,1,2,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,9
Text0081,http://msn.foxsports.com/nba/story/lou-amundson-to-sign-new-orleans-hornets-,objective,142,3,1,9,17,0,0,21,6,0,0,0,1,42,2,0,12,0,0,2,1,5,0,0,0,0,2,0,0,7,3,2,1,3,0,1,0,0,0,2,1,0,0,7,2,0,0,0,0,0,3,0,7,0,3,1,1,1,15
